"Path","Reason","Size"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_passband01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_passband01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_passband01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_edge01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_edge01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_edge01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_sweep01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_sweep01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_sweep01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_repeat02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_repeat02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_repeat02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_sweep01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_sweep01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_sweep01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_edge01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_edge01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_edge01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_repeat02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_repeat02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_repeat02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_passband01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_passband01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_passband01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_repeat02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_repeat02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_repeat02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_repeat02_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_repeat02_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_repeat02_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_sweep01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_sweep01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_sweep01_20260524_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_boundary_1000x64_header_20260515.bin","excluded","64000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_boundary_4x1000_header_20260515.bin","excluded","4000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_1000x1000_20260514.bin.tmp","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_1000x1000_header_delay_20260515.bin.tmp","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_1000x1000_header_delay60s_20260515.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_1000x1000_syncreset_20260514.bin.tmp","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_header_delay60s_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_header_delay60s_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_header_delay60s_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_header_delay60s_repeat02_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_header_delay60s_repeat02_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_header_delay60s_repeat02_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat02_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat02_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat02_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat03_20260522_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat03_20260522_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat03_20260522_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat03_20260522_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat03_20260522_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat03_20260522_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat02_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat02_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat02_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat03_20260522_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat03_20260522_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat03_20260522_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_smoke_4x64_20260514.bin","excluded","256"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_pilot_10x1000_20260514.bin","excluded","10000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_pilot_10x1000_20260514_bps1_msb.bin","excluded","80000"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_smoke_2x16_20260514.bin","excluded","32"
"data\hardware\20260511_fpga1_board1\restart\random3_restart_smoke_2x16_20260514_bps1_msb.bin","excluded","256"
"data\hardware\20260511_fpga1_board1\restart\restart_random1_sample_ro_local_warmup0_1000x125_20260523.bin","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\restart_random1_sample_ro_local_warmup12_1000x125_20260523.bin","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\restart_random1_sampler_island_local_warmup0_1000x125_20260523.bin","excluded","36529"
"data\hardware\20260511_fpga1_board1\restart\restart_random1_sampler_island_local_warmup12_1000x125_20260523.bin","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_compact_diag_regs_only_sample_ro_formal_locked_warmup4_1000x125_run01_no_xadc.bin","excluded","125016"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_compact_diag_regs_only_warmup11_1000x125_run01_no_xadc.bin","excluded","125016"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_compact_diag_regs_only_warmup4_1000x125_run01_no_xadc.bin","excluded","125016"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_compact_diag_regs_only_warmup5_1000x125_run01_no_xadc.bin","excluded","125016"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_diag_regs_only_warmup4_1000x32_run01.bin","excluded","522352"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_diag_regs_only_warmup4_1000x32_run02_no_xadc.bin","excluded","576016"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_diag_regs_only_warmup4_smoke_32x16_run01.bin","excluded","10256"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_diag_regs_only_warmup5_1000x32_run01_no_xadc.bin","excluded","576016"
"data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_diag_v3fastwarmup_regs_only_warmup4_1000x32_run01_no_xadc.bin","excluded","576016"
"data\hardware\20260511_fpga1_board1\tdc\analysis_tdc_far_run01\tdc_far_run01.tdc_packets.csv","excluded: larger than 5 MiB","5724477"
"data\hardware\20260511_fpga1_board1\tdc\analysis_tdc_far_run02_2mib\tdc_far_run02_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5720105"
"data\hardware\20260511_fpga1_board1\tdc\analysis_tdc_near_run01\tdc_near_run01.tdc_packets.csv","excluded","43527"
"data\hardware\20260511_fpga1_board1\tdc\analysis_tdc_near_run02\tdc_near_run02.tdc_packets.csv","excluded: larger than 5 MiB","5727541"
"data\hardware\20260511_fpga1_board1\tdc\analysis_tdc_near_run03_2mib\tdc_near_run03_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5727208"
"data\hardware\20260511_fpga1_board1\tdc\analysis_tdc_near_smoke_direct01\tdc_near_smoke_direct01.tdc_packets.csv","excluded","2702"
"data\hardware\20260511_fpga1_board1\tdc\analysis_tdc_near_smoke03\tdc_near_smoke03.tdc_packets.csv","excluded","2706"
"data\hardware\20260511_fpga1_board1\tdc\tdc_far_run01.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc\tdc_far_run02_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc\tdc_near_run01.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc\tdc_near_run02.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc\tdc_near_run03_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc\tdc_near_smoke_direct01.bin","excluded","1024"
"data\hardware\20260511_fpga1_board1\tdc\tdc_near_smoke01.bin","excluded","0"
"data\hardware\20260511_fpga1_board1\tdc\tdc_near_smoke02.bin","excluded","0"
"data\hardware\20260511_fpga1_board1\tdc\tdc_near_smoke03.bin","excluded","1024"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random1_ro0_ro1_repeat02_2mib\tdc_pair_random1_ro0_ro1_repeat02_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5865586"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random1_ro0_ro1_run01_2mib\tdc_pair_random1_ro0_ro1_run01_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5867250"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random1_ro2_ro4_repeat02_2mib\tdc_pair_random1_ro2_ro4_repeat02_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5875972"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random1_ro2_ro4_run01_2mib\tdc_pair_random1_ro2_ro4_run01_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5872378"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random1_ro4_ro5_repeat02_2mib\tdc_pair_random1_ro4_ro5_repeat02_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5877946"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random1_ro4_ro5_run01_2mib\tdc_pair_random1_ro4_ro5_run01_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5855031"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random3_ro0_ro6_repeat02_2mib\tdc_pair_random3_ro0_ro6_repeat02_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5855721"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random3_ro0_ro6_run01_2mib\tdc_pair_random3_ro0_ro6_run01_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5859530"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random3_ro3_ro5_repeat02_2mib\tdc_pair_random3_ro3_ro5_repeat02_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5856659"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random3_ro3_ro5_run01_2mib\tdc_pair_random3_ro3_ro5_run01_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5857177"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random3_ro3_ro7_repeat02_2mib\tdc_pair_random3_ro3_ro7_repeat02_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5866326"
"data\hardware\20260511_fpga1_board1\tdc_pairs\analysis_tdc_pair_random3_ro3_ro7_run01_2mib\tdc_pair_random3_ro3_ro7_run01_2mib.tdc_packets.csv","excluded: larger than 5 MiB","5880840"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro0_ro1_repeat02_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro0_ro1_run01_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro2_ro4_repeat02_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro2_ro4_run01_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro4_ro5_repeat02_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random1_ro4_ro5_run01_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro0_ro6_repeat02_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro0_ro6_run01_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro3_ro5_repeat02_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro3_ro5_run01_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro3_ro7_repeat02_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\tdc_pairs\tdc_pair_random3_ro3_ro7_run01_2mib.bin","excluded","2097152"
"data\hardware\20260511_fpga1_board1\trng\checker_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\checker_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\checker_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\checker_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\compact_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\compact_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\compact_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\compact_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\cross_region_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\cross_region_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\cross_region_run01.bin","excluded","1697816"
"data\hardware\20260511_fpga1_board1\trng\cross_region_run02.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\cross_region_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\far_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\far_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\far_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\far_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\original_fpga1_program_capture01.bin","excluded","1024"
"data\hardware\20260511_fpga1_board1\trng\original_fpga1_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\original_fpga1_run01_10mib.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\original_fpga1_smoke01.bin","excluded","0"
"data\hardware\20260511_fpga1_board1\trng\random1_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\random1_repeat03.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\random1_run01.bin","excluded: larger than 5 MiB","10485760"
